Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVacDays,Program,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4165,1,Apartment,Mar-21,Mar-21,Apr-21,30,21,51,Public Housing,BAYSIDE ,Redland,Redlands
4503,2,Apartment,Apr-21,May-21,Jun-21,30,26,56,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4508,4,Detached House,Aug-20,Sep-20,Oct-20,30,37,67,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4380,1,Apartment,Jan-21,Feb-21,Mar-21,30,39,69,Public Housing,TOOWOOMBA AND SOUTH WEST ,Southern Downs,Southern Downs
4017,3,Detached House,Jul-20,Aug-20,Aug-20,31,0,31,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4207,3,Cluster House,Nov-20,Dec-20,Dec-20,31,0,31,Public Housing,LOGAN ,Logan,Macalister
4127,3,Detached House,Jan-21,Feb-21,Feb-21,31,0,31,Public Housing,LOGAN ,Logan,Waterford
4215,1,Apartment,Jun-20,Jul-20,Jul-20,31,0,31,Public Housing,GOLD COAST ,Gold Coast,Southport
4814,3,Detached House,Nov-20,Dec-20,Dec-20,31,0,31,Public Housing,TOWNSVILLE ,Townsville,Townsville
4161,3,Detached House,Nov-20,Dec-20,Dec-20,31,3,34,Public Housing,BAYSIDE ,Redland,Capalaba
4131,3,Detached House,May-21,Jun-21,Jun-21,31,3,34,Public Housing,LOGAN ,Logan,Waterford
4114,2,Townhouse,Dec-20,Jan-21,Jan-21,31,3,34,Public Housing,LOGAN ,Logan,Woodridge
4054,3,Detached House,Mar-21,Apr-21,Apr-21,31,4,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4573,2,Duplex,Apr-21,May-21,May-21,31,7,38,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4825,3,Detached House,Mar-21,Apr-21,Apr-21,31,7,38,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4817,3,Detached House,Aug-20,Sep-20,Sep-20,31,8,39,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4816,3,Detached House,Jan-21,Mar-21,Mar-21,31,9,40,Public Housing,TOWNSVILLE ,Charters Towers,Traeger
4300,3,Detached House,Aug-20,Sep-20,Oct-20,31,18,49,Public Housing,IPSWICH ,Ipswich,Bundamba
4019,3,Detached House,Jan-21,Feb-21,Mar-21,31,21,52,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4019,2,Townhouse,Apr-21,May-21,Jun-21,31,31,62,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4814,3,Detached House,May-20,Jun-20,Aug-20,31,55,86,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4730,3,Detached House,Jul-20,Sep-20,Sep-20,32,1,33,Public Housing,EMERALD ,Longreach,Gregory
4114,2,Townhouse,Apr-21,May-21,May-21,32,1,33,Public Housing,LOGAN ,Logan,Woodridge
4053,3,Detached House,May-21,Jun-21,Jun-21,32,3,35,Public Housing,CHERMSIDE ,Brisbane,Stafford
4110,3,Detached House,Aug-20,Sep-20,Sep-20,32,3,35,Public Housing,INALA ,Brisbane,Algester
4161,3,Detached House,Jun-20,Jul-20,Jul-20,32,7,39,Public Housing,BAYSIDE ,Redland,Capalaba
4503,3,Detached House,Jan-21,Mar-21,Mar-21,32,9,41,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4304,2,Townhouse,May-21,Jun-21,Jun-21,32,10,42,Public Housing,IPSWICH ,Ipswich,Ipswich
4020,1,Apartment,Dec-20,Jan-21,Feb-21,32,23,55,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4502,3,Detached House,Dec-20,Jan-21,Mar-21,32,63,95,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4034,3,Detached House,Feb-21,Mar-21,Mar-21,33,1,34,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4032,3,Detached House,Jul-20,Aug-20,Aug-20,33,1,34,Public Housing,CHERMSIDE ,Brisbane,Stafford
4031,3,Detached House,Aug-20,Sep-20,Sep-20,33,1,34,Public Housing,CHERMSIDE ,Brisbane,Stafford
4132,3,Detached House,Mar-21,Apr-21,Apr-21,33,1,34,Public Housing,LOGAN ,Logan,Woodridge
4655,1,Apartment,Aug-20,Sep-20,Sep-20,33,1,34,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
0000,3,Detached House,Oct-20,Nov-20,Nov-20,33,1,34,Public Housing,LOGAN ,Logan,Woodridge
4205,3,Detached House,Jan-21,Mar-21,Mar-21,33,2,35,Public Housing,LOGAN ,Logan,Waterford
4018,1,Apartment,Apr-21,May-21,May-21,33,5,38,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4558,1,Apartment,May-21,Jun-21,Jun-21,33,8,41,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4744,4,Detached House,Jul-20,Aug-20,Sep-20,33,10,43,Public Housing,MACKAY ,Isaac,Burdekin
4303,3,Detached House,Dec-20,Jan-21,Jan-21,33,13,46,Public Housing,IPSWICH ,Ipswich,Bundamba
4563,1,Apartment,Sep-20,Nov-20,Nov-20,33,14,47,Public Housing,MAROOCHYDORE ,Noosa,Nicklin
4207,1,Apartment,Dec-20,Jan-21,Feb-21,33,14,47,Public Housing,LOGAN ,Logan,Macalister
4507,1,Apartment,Mar-21,Apr-21,May-21,33,30,63,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4178,3,Townhouse,May-20,Jun-20,Jul-20,33,34,67,Public Housing,BAYSIDE ,Brisbane,Lytton
4507,2,Apartment,Apr-21,May-21,Jun-21,33,37,70,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4807,4,Detached House,Apr-20,Jun-20,Aug-20,33,69,102,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4304,3,Detached House,Jun-20,Jul-20,Jul-20,34,0,34,Public Housing,IPSWICH ,Ipswich,Bundamba
4034,2,Detached House,Jun-20,Jul-20,Jul-20,34,1,35,Public Housing,CHERMSIDE ,Brisbane,Aspley
4051,1,Apartment,Oct-20,Nov-20,Nov-20,34,1,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4133,2,Townhouse,May-21,Jun-21,Jun-21,34,1,35,Public Housing,LOGAN ,Logan,Waterford
4818,5,Detached House,Dec-20,Jan-21,Jan-21,34,2,36,Public Housing,TOWNSVILLE ,Townsville,Hinchinbrook
4114,2,Townhouse,Mar-21,Apr-21,Apr-21,34,2,36,Public Housing,LOGAN ,Logan,Woodridge
4883,3,Townhouse,Sep-20,Oct-20,Oct-20,34,6,40,Public Housing,CAIRNS ,Tablelands,Hill
0000,3,Detached House,Aug-20,Sep-20,Sep-20,34,6,40,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4110,3,Detached House,Jun-20,Jul-20,Jul-20,34,7,41,Public Housing,INALA ,Brisbane,Algester
4022,3,Detached House,Jan-21,Feb-21,Mar-21,34,7,41,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4019,4,Cluster House,Apr-21,May-21,May-21,34,7,41,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4077,3,Detached House,Oct-20,Dec-20,Dec-20,34,8,42,Public Housing,INALA ,Brisbane,Inala
0000,2,Townhouse,Dec-20,Jan-21,Jan-21,34,8,42,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4114,2,Townhouse,Jun-20,Jul-20,Jul-20,34,8,42,Public Housing,LOGAN ,Logan,Woodridge
4020,1,Apartment,Dec-20,Jan-21,Jan-21,34,13,47,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4110,4,Detached House,Sep-20,Nov-20,Nov-20,34,14,48,Public Housing,INALA ,Brisbane,Algester
4566,1,Apartment,Dec-20,Jan-21,Jan-21,34,16,50,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4730,2,Duplex,Apr-21,May-21,Jun-21,34,18,52,Public Housing,EMERALD ,Longreach,Gregory
4502,1,Apartment,Apr-21,May-21,Jun-21,34,39,73,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4054,3,Detached House,Apr-21,May-21,May-21,35,0,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4303,3,Detached House,Dec-20,Jan-21,Jan-21,35,0,35,Public Housing,IPSWICH ,Ipswich,Bundamba
4700,2,Townhouse,Dec-20,Jan-21,Jan-21,35,1,36,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4152,3,Detached House,Jan-21,Feb-21,Feb-21,35,2,37,Public Housing,BURANDA ,Brisbane,Chatsworth
4034,2,Detached House,Dec-20,Jan-21,Jan-21,35,3,38,Public Housing,CHERMSIDE ,Brisbane,Aspley
4051,1,Apartment,Sep-20,Oct-20,Oct-20,35,3,38,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4017,4,Detached House,Dec-20,Jan-21,Feb-21,35,5,40,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4817,3,Detached House,Jun-20,Jul-20,Jul-20,35,5,40,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4610,3,Detached House,Mar-21,Apr-21,Apr-21,35,6,41,Public Housing,MARYBOROUGH ,South Burnett,Nanango
4005,1,Apartment,May-20,Jun-20,Jul-20,35,7,42,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4825,3,Detached House,Sep-20,Oct-20,Oct-20,35,7,42,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4815,3,Detached House,Aug-20,Sep-20,Oct-20,35,9,44,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4817,3,Detached House,Jan-21,Feb-21,Feb-21,35,10,45,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4012,1,Apartment,Jan-21,Mar-21,Mar-21,35,13,48,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4500,1,Apartment,Mar-21,Apr-21,Apr-21,35,13,48,Public Housing,MORETON BAY ,Moreton Bay,Pine Rivers
4650,2,Detached House,Mar-21,May-21,May-21,35,14,49,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4011,1,Apartment,Dec-20,Jan-21,Feb-21,35,15,50,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4019,1,Apartment,Apr-21,May-21,Jun-21,35,17,52,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4825,2,Duplex,Apr-21,May-21,Jun-21,35,27,62,Public Housing,MOUNT ISA ,Mount Isa,Traeger
0000,1,Apartment,Dec-20,Jan-21,Feb-21,35,29,64,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4034,3,Detached House,Feb-21,Mar-21,Mar-21,36,1,37,Public Housing,CHERMSIDE ,Brisbane,Aspley
4077,3,Detached House,Oct-20,Nov-20,Nov-20,36,1,37,Public Housing,INALA ,Brisbane,Inala
4059,2,Apartment,Oct-20,Nov-20,Nov-20,36,1,37,Public Housing,FORTITUDE VALLEY ,Brisbane,Cooper
4014,3,Detached House,Dec-20,Jan-21,Jan-21,36,1,37,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4114,1,Apartment,Dec-20,Jan-21,Jan-21,36,1,37,Public Housing,LOGAN ,Logan,Woodridge
4165,3,Cluster House,Sep-20,Nov-20,Nov-20,36,3,39,Public Housing,BAYSIDE ,Redland,Redlands
4075,1,Apartment,Mar-21,Apr-21,Apr-21,36,3,39,Public Housing,INALA ,Brisbane,Mount Ommaney
4157,3,Detached House,Aug-20,Oct-20,Oct-20,36,4,40,Public Housing,BAYSIDE ,Redland,Capalaba
4163,3,Detached House,Oct-20,Nov-20,Nov-20,36,4,40,Public Housing,BAYSIDE ,Redland,Oodgeroo
4078,3,Detached House,Oct-20,Nov-20,Nov-20,36,5,41,Public Housing,INALA ,Brisbane,Inala
4510,2,Duplex,Jan-21,Mar-21,Mar-21,36,6,42,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4019,1,Apartment,Dec-20,Jan-21,Jan-21,36,7,43,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4507,3,Detached House,Jan-21,Feb-21,Feb-21,36,8,44,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4504,2,Apartment,Jan-21,Feb-21,Feb-21,36,8,44,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4054,5,Detached House,Jan-21,Feb-21,Mar-21,36,12,48,Public Housing,MORETON BAY ,Moreton Bay,Ferny Grove
4054,2,Apartment,May-21,Jun-21,Jun-21,36,13,49,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4355,3,Detached House,Feb-21,Mar-21,Apr-21,36,21,57,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Condamine
4825,1,Apartment,Mar-21,May-21,May-21,36,22,58,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4810,2,Apartment,Apr-20,Jun-20,Jul-20,36,31,67,Public Housing,TOWNSVILLE ,Townsville,Townsville
4343,4,Detached House,Jul-20,Aug-20,Sep-20,36,34,70,Public Housing,IPSWICH ,Lockyer Valley,Lockyer
4814,3,Detached House,Apr-20,Jun-20,Jul-20,36,52,88,Public Housing,TOWNSVILLE ,Townsville,Townsville
4005,1,Apartment,Dec-20,Jan-21,Jan-21,37,4,41,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4507,1,Apartment,Apr-21,May-21,May-21,37,6,43,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4031,3,Detached House,May-20,Jun-20,Jul-20,37,7,44,Public Housing,CHERMSIDE ,Brisbane,Stafford
4163,1,Apartment,Mar-21,May-21,May-21,37,7,44,Public Housing,BAYSIDE ,Redland,Oodgeroo
4501,2,Duplex,Feb-21,Mar-21,Mar-21,37,8,45,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4121,3,Detached House,Dec-20,Jan-21,Jan-21,37,9,46,Public Housing,BURANDA ,Brisbane,Greenslopes
4019,2,Apartment,Feb-21,Mar-21,Mar-21,37,9,46,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4165,3,Cluster House,May-20,Jun-20,Jul-20,37,11,48,Public Housing,BAYSIDE ,Redland,Redlands
4114,3,Detached House,Dec-20,Jan-21,Feb-21,37,11,48,Public Housing,LOGAN ,Logan,Woodridge
4157,2,Townhouse,Sep-20,Oct-20,Oct-20,37,13,50,Public Housing,BAYSIDE ,Redland,Capalaba
4019,2,Apartment,Apr-21,Jun-21,Jun-21,37,17,54,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4510,3,Detached House,Mar-21,May-21,May-21,37,18,55,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4510,3,Detached House,Jan-21,Mar-21,Mar-21,37,20,57,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4022,2,Townhouse,Dec-20,Jan-21,Feb-21,37,43,80,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4814,2,Townhouse,Feb-20,Mar-20,Jul-20,37,140,177,Public Housing,TOWNSVILLE ,Townsville,Townsville
4077,3,Detached House,May-20,Jul-20,Jul-20,38,4,42,Public Housing,INALA ,Brisbane,Inala
4510,1,Apartment,Dec-20,Jan-21,Feb-21,38,4,42,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4825,3,Detached House,Sep-20,Oct-20,Oct-20,38,4,42,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4178,1,Apartment,Sep-20,Oct-20,Nov-20,38,6,44,Public Housing,BAYSIDE ,Brisbane,Lytton
4032,4,Detached House,Dec-20,Jan-21,Feb-21,38,7,45,Public Housing,CHERMSIDE ,Brisbane,Stafford
4114,2,Townhouse,Apr-21,May-21,Jun-21,38,10,48,Public Housing,LOGAN ,Logan,Woodridge
4020,2,Apartment,Mar-21,Apr-21,Apr-21,38,10,48,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4814,3,Detached House,May-20,Jun-20,Jul-20,38,20,58,Public Housing,TOWNSVILLE ,Townsville,Townsville
4510,1,Apartment,Dec-20,Jan-21,Feb-21,38,22,60,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4507,3,Detached House,Jan-21,Feb-21,Mar-21,38,28,66,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4020,2,Apartment,Jan-21,Feb-21,Mar-21,38,28,66,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4610,1,Apartment,Mar-21,Apr-21,May-21,38,39,77,Public Housing,MARYBOROUGH ,South Burnett,Nanango
0000,1,Apartment,Jan-21,Feb-21,Feb-21,39,0,39,Public Housing,CHERMSIDE ,Brisbane,Stafford
4179,2,Townhouse,Jan-21,Feb-21,Feb-21,39,3,42,Public Housing,BAYSIDE ,Brisbane,Lytton
4565,2,Townhouse,Dec-20,Jan-21,Jan-21,39,7,46,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4700,2,Apartment,Dec-20,Jan-21,Feb-21,39,17,56,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4812,2,Apartment,Jun-20,Jul-20,Aug-20,39,26,65,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4020,2,Townhouse,Dec-20,Jan-21,Feb-21,39,28,67,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4510,3,Detached House,Jan-21,Mar-21,Apr-21,39,46,85,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4032,2,Apartment,Oct-20,Nov-20,Nov-20,40,1,41,Public Housing,CHERMSIDE ,Brisbane,Stafford
4017,1,Apartment,Dec-20,Jan-21,Jan-21,40,1,41,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4127,3,Detached House,Jan-21,Mar-21,Mar-21,40,1,41,Public Housing,LOGAN ,Logan,Waterford
4508,3,Detached House,Dec-20,Feb-21,Feb-21,40,3,43,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4133,2,Duplex,Jun-20,Aug-20,Aug-20,40,6,46,Public Housing,LOGAN ,Logan,Waterford
4503,2,Townhouse,Apr-21,May-21,Jun-21,40,16,56,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4013,2,Apartment,Mar-21,Apr-21,May-21,40,28,68,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4077,2,Detached House,Dec-20,Jan-21,Jan-21,41,0,41,Public Housing,INALA ,Brisbane,Inala
4132,3,Detached House,Oct-20,Nov-20,Nov-20,41,1,42,Public Housing,LOGAN ,Logan,Woodridge
4303,3,Detached House,Dec-20,Jan-21,Jan-21,41,2,43,Public Housing,IPSWICH ,Ipswich,Bundamba
4811,3,Detached House,Dec-20,Feb-21,Feb-21,41,2,43,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4077,3,Detached House,Sep-20,Nov-20,Nov-20,41,3,44,Public Housing,INALA ,Brisbane,Inala
4179,3,Townhouse,Dec-20,Feb-21,Feb-21,41,3,44,Public Housing,BAYSIDE ,Brisbane,Lytton
4068,1,Apartment,Mar-21,Apr-21,Apr-21,41,3,44,Public Housing,FORTITUDE VALLEY ,Brisbane,Maiwar
4507,3,Detached House,Apr-21,Jun-21,Jun-21,41,7,48,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4216,1,Apartment,Feb-21,Mar-21,Apr-21,41,15,56,Public Housing,GOLD COAST ,Gold Coast,Bonney
4170,1,Apartment,Dec-20,Jan-21,Feb-21,41,30,71,Public Housing,BURANDA ,Brisbane,Bulimba
4114,3,Townhouse,Oct-20,Nov-20,Nov-20,42,2,44,Public Housing,LOGAN ,Logan,Woodridge
4179,2,Townhouse,Jan-21,Mar-21,Mar-21,42,4,46,Public Housing,BAYSIDE ,Brisbane,Lytton
4051,3,Detached House,Jul-20,Aug-20,Aug-20,42,5,47,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4560,4,Detached House,Mar-21,Apr-21,May-21,42,6,48,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4034,1,Apartment,Jul-20,Aug-20,Sep-20,42,11,53,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4132,3,Detached House,Dec-20,Jan-21,Feb-21,42,11,53,Public Housing,LOGAN ,Logan,Woodridge
4558,2,Apartment,Mar-21,Apr-21,May-21,42,12,54,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4350,3,Detached House,Mar-21,May-21,May-21,42,15,57,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4505,1,Apartment,Mar-21,Apr-21,May-21,42,15,57,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4510,2,Townhouse,Dec-20,Jan-21,Feb-21,42,22,64,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4720,3,Detached House,Sep-20,Oct-20,Nov-20,42,22,64,Public Housing,EMERALD ,Central Highlands,Gregory
4022,2,Duplex,Mar-21,Apr-21,May-21,42,22,64,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4860,2,Duplex,Dec-20,Jan-21,Feb-21,42,27,69,Public Housing,CAIRNS ,Cassowary Coast,Hill
4019,1,Apartment,Feb-21,Mar-21,Apr-21,42,29,71,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4730,2,Apartment,Jul-20,Aug-20,Sep-20,42,32,74,Public Housing,EMERALD ,Longreach,Gregory
4019,1,Apartment,Apr-21,May-21,Jun-21,42,35,77,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4560,1,Apartment,Apr-21,May-21,May-21,43,0,43,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4053,3,Detached House,Jun-20,Aug-20,Aug-20,43,5,48,Public Housing,CHERMSIDE ,Brisbane,Stafford
4114,3,Detached House,Dec-20,Jan-21,Jan-21,43,6,49,Public Housing,LOGAN ,Logan,Woodridge
4169,1,Apartment,May-20,Jul-20,Jul-20,43,7,50,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4558,3,Detached House,Jul-20,Aug-20,Aug-20,43,7,50,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4825,3,Detached House,Mar-21,Apr-21,May-21,43,12,55,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4503,1,Apartment,Feb-21,Apr-21,Apr-21,43,12,55,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4020,1,Apartment,Dec-20,Jan-21,Feb-21,43,14,57,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4821,3,Detached House,Apr-21,May-21,Jun-21,43,22,65,Public Housing,MOUNT ISA ,Flinders,Traeger
4019,2,Townhouse,Jan-21,Mar-21,Mar-21,43,22,65,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4510,1,Apartment,Dec-20,Feb-21,Mar-21,43,26,69,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4019,1,Apartment,Feb-21,Mar-21,Apr-21,43,30,73,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4508,1,Apartment,Feb-21,Mar-21,Apr-21,43,32,75,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4133,3,Detached House,Nov-20,Jan-21,Jan-21,44,1,45,Public Housing,LOGAN ,Logan,Waterford
4077,3,Detached House,Dec-20,Jan-21,Jan-21,44,2,46,Public Housing,INALA ,Brisbane,Inala
4053,3,Detached House,Dec-20,Feb-21,Feb-21,44,5,49,Public Housing,CHERMSIDE ,Brisbane,Stafford
4510,3,Detached House,Dec-20,Jan-21,Feb-21,44,31,75,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4114,4,Detached House,Jan-21,Mar-21,Mar-21,45,1,46,Public Housing,LOGAN ,Logan,Woodridge
4019,1,Apartment,Dec-20,Jan-21,Mar-21,45,40,85,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4127,4,Detached House,Nov-20,Dec-20,Dec-20,46,0,46,Public Housing,LOGAN ,Logan,Waterford
4158,2,Cluster House,Dec-20,Feb-21,Feb-21,46,1,47,Public Housing,BAYSIDE ,Redland,Capalaba
4814,3,Detached House,Nov-20,Jan-21,Jan-21,46,4,50,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4127,3,Detached House,Nov-20,Jan-21,Jan-21,46,5,51,Public Housing,LOGAN ,Logan,Waterford
4114,3,Detached House,May-21,Jun-21,Jun-21,46,7,53,Public Housing,LOGAN ,Logan,Woodridge
4207,3,Detached House,Nov-20,Jan-21,Jan-21,46,14,60,Public Housing,LOGAN ,Logan,Macalister
4730,2,Duplex,Mar-21,May-21,May-21,47,0,47,Public Housing,EMERALD ,Longreach,Gregory
4020,1,Apartment,Jan-21,Mar-21,Mar-21,47,5,52,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4814,3,Detached House,Apr-21,Jun-21,Jun-21,48,2,50,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4053,4,Detached House,Dec-20,Feb-21,Feb-21,48,3,51,Public Housing,CHERMSIDE ,Brisbane,Everton
4825,3,Detached House,Feb-21,Mar-21,Apr-21,48,9,57,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4507,1,Apartment,Jan-21,Feb-21,Mar-21,48,12,60,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4510,1,Apartment,Dec-20,Feb-21,Feb-21,48,13,61,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4892,2,Dual Occupancy,Oct-20,Nov-20,Dec-20,48,13,61,Public Housing,CAIRNS ,Cook,Cook
4817,3,Detached House,Apr-21,May-21,Jun-21,48,14,62,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4053,3,Detached House,Dec-20,Feb-21,Feb-21,48,18,66,Public Housing,CHERMSIDE ,Brisbane,Stafford
4350,1,Apartment,May-20,Jul-20,Aug-20,48,28,76,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4178,4,Detached House,May-20,Jul-20,Jul-20,49,0,49,Public Housing,BAYSIDE ,Brisbane,Lytton
4051,1,Apartment,Dec-20,Feb-21,Feb-21,49,7,56,Public Housing,FORTITUDE VALLEY ,Brisbane,Everton
4860,2,Duplex,Apr-21,May-21,Jun-21,49,21,70,Public Housing,CAIRNS ,Cassowary Coast,Hill
4854,1,Apartment,Jul-20,Sep-20,Oct-20,49,48,97,Public Housing,CAIRNS ,Cassowary Coast,Hill
4306,4,Detached House,Jun-20,Aug-20,Aug-20,49,0,49,Public Housing,IPSWICH ,Ipswich,Ipswich
4022,3,Townhouse,Dec-20,Feb-21,Mar-21,50,36,86,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4805,1,Apartment,Aug-20,Oct-20,Dec-20,50,56,106,Public Housing,MACKAY ,Whitsunday,Burdekin
4502,3,Townhouse,Feb-21,Apr-21,Apr-21,51,0,51,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4501,3,Townhouse,Dec-20,Jan-21,Feb-21,51,29,80,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4053,3,Detached House,Feb-21,Mar-21,Apr-21,51,36,87,Public Housing,CHERMSIDE ,Brisbane,Stafford
4508,2,Duplex,Dec-20,Feb-21,Mar-21,51,48,99,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4215,2,Duplex,Sep-20,Oct-20,Oct-20,52,1,53,Public Housing,GOLD COAST ,Gold Coast,Southport
4350,2,Detached House,Jan-21,Mar-21,Mar-21,52,1,53,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4510,4,Detached House,Dec-20,Feb-21,Feb-21,52,4,56,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4508,3,Cluster House,Mar-21,May-21,Jun-21,52,16,68,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4825,1,Apartment,Apr-21,Jun-21,Jun-21,53,2,55,Public Housing,MOUNT ISA ,Mount Isa,Traeger
