Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVacDays,Program,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4814,1,Apartment,Jun-21,Jun-21,Jun-21,1,9,10,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4807,3,Detached House,Oct-20,Oct-20,Oct-20,1,10,11,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4110,3,Detached House,May-21,May-21,May-21,1,10,11,Public Housing,INALA ,Brisbane,Algester
4122,4,Detached House,Jan-21,Jan-21,Jan-21,1,10,11,Public Housing,BURANDA ,Brisbane,Mansfield
4012,1,Apartment,Oct-20,Oct-20,Oct-20,1,10,11,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4300,2,Townhouse,Mar-21,Mar-21,Mar-21,1,10,11,Public Housing,IPSWICH ,Ipswich,Bundamba
4207,3,Detached House,Jul-20,Jul-20,Jul-20,1,10,11,Public Housing,LOGAN ,Logan,Macalister
4207,2,Townhouse,Apr-21,Apr-21,Apr-21,1,10,11,Public Housing,LOGAN ,Logan,Macalister
4124,3,Detached House,Jul-20,Jul-20,Jul-20,1,10,11,Public Housing,LOGAN ,Logan,Logan
4510,3,Detached House,Mar-21,Mar-21,Mar-21,1,10,11,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4157,2,Townhouse,Sep-20,Sep-20,Sep-20,1,10,11,Public Housing,BAYSIDE ,Redland,Capalaba
4355,3,Detached House,Aug-20,Aug-20,Aug-20,1,10,11,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Condamine
4680,4,Detached House,Jan-21,Jan-21,Jan-21,1,10,11,Public Housing,GLADSTONE ,Gladstone,Gladstone
4114,3,Detached House,Jun-20,Jun-20,Jul-20,1,10,11,Public Housing,LOGAN ,Logan,Woodridge
4503,3,Detached House,Nov-20,Nov-20,Dec-20,1,10,11,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4873,4,Detached House,Sep-20,Sep-20,Sep-20,1,10,11,Public Housing,CAIRNS ,Douglas,Cook
4560,1,Apartment,Apr-21,Apr-21,Apr-21,1,10,11,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4502,4,Detached House,Oct-20,Oct-20,Oct-20,1,10,11,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4020,3,Detached House,Nov-20,Nov-20,Dec-20,1,10,11,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4123,3,Detached House,Aug-20,Aug-20,Aug-20,1,10,11,Public Housing,LOGAN ,Logan,Springwood
4213,3,Detached House,Jun-21,Jun-21,Jun-21,1,10,11,Public Housing,GOLD COAST ,Gold Coast,Mudgeeraba
4075,2,Apartment,Jun-21,Jun-21,Jun-21,1,10,11,Public Housing,INALA ,Brisbane,Mount Ommaney
0000,2,Apartment,May-21,May-21,May-21,1,10,11,Public Housing,LOGAN ,Logan,Macalister
4300,1,Apartment,Jul-20,Jul-20,Aug-20,1,10,11,Public Housing,IPSWICH ,Ipswich,Bundamba
4301,4,Detached House,Jun-20,Jun-20,Jul-20,1,10,11,Public Housing,IPSWICH ,Ipswich,Bundamba
4021,1,Apartment,Nov-20,Nov-20,Nov-20,1,10,11,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4021,1,Apartment,Nov-20,Nov-20,Nov-20,1,10,11,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4700,2,Apartment,Jun-20,Jun-20,Jul-20,1,10,11,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4207,1,Apartment,Nov-20,Nov-20,Nov-20,1,10,11,Public Housing,LOGAN ,Logan,Macalister
4305,1,Apartment,Jan-21,Jan-21,Jan-21,1,10,11,Public Housing,IPSWICH ,Ipswich,Ipswich
4305,1,Apartment,Jan-21,Jan-21,Jan-21,1,10,11,Public Housing,IPSWICH ,Ipswich,Ipswich
4305,2,Apartment,Jan-21,Jan-21,Jan-21,1,10,11,Public Housing,IPSWICH ,Ipswich,Ipswich
4550,2,Townhouse,Nov-20,Nov-20,Dec-20,1,10,11,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4211,1,Room,Jun-21,Jun-21,Jun-21,1,10,11,Public Housing,GOLD COAST ,Gold Coast,Gaven
4122,3,Detached House,May-21,May-21,May-21,1,11,12,Public Housing,BURANDA ,Brisbane,Mansfield
4077,2,Detached House,Nov-20,Nov-20,Nov-20,1,11,12,Public Housing,INALA ,Brisbane,Inala
4178,2,Townhouse,Mar-21,Mar-21,Apr-21,1,11,12,Public Housing,BAYSIDE ,Brisbane,Lytton
4861,4,Detached House,Oct-20,Oct-20,Oct-20,1,11,12,Public Housing,CAIRNS ,Cairns,Hill
4715,3,Detached House,May-21,May-21,May-21,1,11,12,Public Housing,ROCKHAMPTON ,Banana,Callide
4715,3,Detached House,Jan-21,Jan-21,Feb-21,1,11,12,Public Housing,ROCKHAMPTON ,Banana,Callide
4207,3,Detached House,Aug-20,Aug-20,Sep-20,1,11,12,Public Housing,LOGAN ,Logan,Macalister
4305,3,Detached House,Mar-21,Mar-21,Mar-21,1,11,12,Public Housing,IPSWICH ,Ipswich,Ipswich West
4305,2,Townhouse,Oct-20,Oct-20,Nov-20,1,11,12,Public Housing,IPSWICH ,Ipswich,Ipswich
4213,2,Townhouse,Oct-20,Oct-20,Nov-20,1,11,12,Public Housing,GOLD COAST ,Gold Coast,Mudgeeraba
4022,3,Detached House,Apr-21,Apr-21,May-21,1,11,12,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4301,4,Detached House,May-21,May-21,Jun-21,1,11,12,Public Housing,IPSWICH ,Ipswich,Bundamba
4701,3,Detached House,Feb-21,Feb-21,Feb-21,1,11,12,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4701,1,Apartment,Jun-21,Jun-21,Jun-21,1,11,12,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4128,2,Apartment,Sep-20,Oct-20,Oct-20,1,11,12,Public Housing,LOGAN ,Logan,Springwood
4104,2,Apartment,Dec-20,Dec-20,Dec-20,1,11,12,Public Housing,BURANDA ,Brisbane,Miller
4078,2,Townhouse,Dec-20,Dec-20,Jan-21,1,11,12,Public Housing,INALA ,Brisbane,Inala
4301,4,Detached House,Jun-20,Jun-20,Jul-20,1,11,12,Public Housing,IPSWICH ,Ipswich,Bundamba
4301,4,Detached House,Jun-20,Jun-20,Jul-20,1,11,12,Public Housing,IPSWICH ,Ipswich,Bundamba
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,11,12,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,11,12,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4700,1,Apartment,Sep-20,Sep-20,Oct-20,1,11,12,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4152,2,Apartment,Mar-21,Mar-21,Apr-21,1,11,12,Public Housing,BURANDA ,Brisbane,Chatsworth
4152,2,Apartment,Mar-21,Mar-21,Apr-21,1,11,12,Public Housing,BURANDA ,Brisbane,Chatsworth
4152,2,Apartment,Mar-21,Mar-21,Apr-21,1,11,12,Public Housing,BURANDA ,Brisbane,Chatsworth
4305,1,Apartment,Jan-21,Jan-21,Jan-21,1,11,12,Public Housing,IPSWICH ,Ipswich,Ipswich
4305,1,Apartment,Jan-21,Jan-21,Feb-21,1,11,12,Public Housing,IPSWICH ,Ipswich,Ipswich
4207,4,Detached House,Dec-20,Dec-20,Jan-21,1,11,12,Public Housing,LOGAN ,Logan,Logan
4207,4,Detached House,Dec-20,Dec-20,Jan-21,1,11,12,Public Housing,LOGAN ,Logan,Logan
4131,1,Apartment,Mar-21,Mar-21,Mar-21,1,11,12,Public Housing,LOGAN ,Logan,Waterford
4560,2,Townhouse,Mar-21,Mar-21,Mar-21,1,11,12,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4814,1,Apartment,Jun-21,Jun-21,Jun-21,1,11,12,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
0000,3,Detached House,Feb-21,Feb-21,Mar-21,1,12,13,Public Housing,BURANDA ,Brisbane,Mansfield
4051,1,Apartment,Jul-20,Jul-20,Jul-20,1,12,13,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4170,1,Apartment,May-21,May-21,Jun-21,1,12,13,Public Housing,BURANDA ,Brisbane,Bulimba
4012,1,Apartment,Feb-21,Feb-21,Mar-21,1,12,13,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4304,3,Detached House,Jun-20,Jun-20,Jul-20,1,12,13,Public Housing,IPSWICH ,Ipswich,Bundamba
4157,2,Townhouse,Sep-20,Sep-20,Oct-20,1,12,13,Public Housing,BAYSIDE ,Redland,Capalaba
4078,4,Detached House,Dec-20,Dec-20,Jan-21,1,12,13,Public Housing,INALA ,Brisbane,Inala
4078,2,Duplex,Mar-21,Mar-21,Mar-21,1,12,13,Public Housing,INALA ,Brisbane,Inala
4300,3,Detached House,Jan-21,Jan-21,Feb-21,1,12,13,Public Housing,IPSWICH ,Ipswich,Jordan
4132,3,Detached House,Jul-20,Jul-20,Aug-20,1,12,13,Public Housing,LOGAN ,Logan,Woodridge
4020,3,Detached House,Dec-20,Dec-20,Dec-20,1,12,13,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4019,2,Apartment,Mar-21,Mar-21,Mar-21,1,12,13,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4350,2,Townhouse,Jul-20,Jul-20,Jul-20,1,12,13,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4703,2,Apartment,Mar-21,Mar-21,Mar-21,1,12,13,Public Housing,ROCKHAMPTON ,Livingstone,Keppel
4172,1,Apartment,Jan-21,Jan-21,Feb-21,1,12,13,Public Housing,BURANDA ,Brisbane,Bulimba
4172,2,Apartment,Oct-20,Oct-20,Nov-20,1,12,13,Public Housing,BURANDA ,Brisbane,Bulimba
4300,1,Apartment,Aug-20,Aug-20,Sep-20,1,12,13,Public Housing,IPSWICH ,Ipswich,Bundamba
4300,1,Apartment,Jul-20,Jul-20,Aug-20,1,12,13,Public Housing,IPSWICH ,Ipswich,Bundamba
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,12,13,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,12,13,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4114,2,Cluster House,Jun-20,Jun-20,Jul-20,1,12,13,Public Housing,LOGAN ,Logan,Woodridge
4558,1,Apartment,Jun-20,Jul-20,Jul-20,1,12,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,Jun-20,Jul-20,Jul-20,1,12,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,12,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,Jun-20,Jul-20,Jul-20,1,12,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,12,13,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4152,2,Apartment,Mar-21,Mar-21,Apr-21,1,12,13,Public Housing,BURANDA ,Brisbane,Chatsworth
4304,1,Apartment,Sep-20,Sep-20,Oct-20,1,12,13,Public Housing,IPSWICH ,Ipswich,Ipswich
4053,2,Apartment,May-21,May-21,May-21,1,13,14,Public Housing,CHERMSIDE ,Brisbane,Stafford
4077,2,Townhouse,Oct-20,Oct-20,Oct-20,1,13,14,Public Housing,INALA ,Brisbane,Inala
0000,4,Townhouse,Nov-20,Nov-20,Dec-20,1,13,14,Public Housing,BURANDA ,Brisbane,Chatsworth
4507,3,Detached House,Aug-20,Aug-20,Aug-20,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4163,1,Apartment,Oct-20,Oct-20,Nov-20,1,13,14,Public Housing,BAYSIDE ,Redland,Oodgeroo
4870,1,Apartment,Nov-20,Nov-20,Dec-20,1,13,14,Public Housing,CAIRNS ,Cairns,Cairns
4304,3,Detached House,Jan-21,Jan-21,Feb-21,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4305,3,Detached House,Feb-21,Feb-21,Feb-21,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4304,1,Apartment,Nov-20,Nov-20,Dec-20,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4503,3,Detached House,Mar-21,Mar-21,Mar-21,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4114,2,Townhouse,Nov-20,Nov-20,Nov-20,1,13,14,Public Housing,LOGAN ,Logan,Woodridge
4114,3,Detached House,Jun-20,Jun-20,Jul-20,1,13,14,Public Housing,LOGAN ,Logan,Woodridge
4740,3,Duplex,May-21,May-21,May-21,1,13,14,Public Housing,MACKAY ,Mackay,Mackay
4022,2,Townhouse,Apr-21,Apr-21,Apr-21,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4020,3,Townhouse,Nov-20,Nov-20,Nov-20,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4020,1,Apartment,Aug-20,Aug-20,Sep-20,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4303,4,Detached House,Jun-21,Jun-21,Jun-21,1,13,14,Public Housing,IPSWICH ,Ipswich,Bundamba
4127,2,Townhouse,Jul-20,Jul-20,Jul-20,1,13,14,Public Housing,LOGAN ,Logan,Waterford
4114,3,Detached House,Jun-20,Jun-20,Jul-20,1,13,14,Public Housing,LOGAN ,Logan,Woodridge
4870,1,Apartment,Nov-20,Nov-20,Nov-20,1,13,14,Public Housing,CAIRNS ,Cairns,Cairns
4019,2,Apartment,Feb-21,Feb-21,Feb-21,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4122,2,Apartment,Oct-20,Oct-20,Oct-20,1,13,14,Public Housing,BURANDA ,Brisbane,Mansfield
4113,4,Detached House,Aug-20,Aug-20,Sep-20,1,13,14,Public Housing,BURANDA ,Brisbane,Toohey
0000,2,Apartment,Feb-21,Feb-21,Feb-21,1,13,14,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4880,2,Cluster House,Sep-20,Sep-20,Oct-20,1,13,14,Public Housing,CAIRNS ,Mareeba,Cook
4817,1,Apartment,Nov-20,Nov-20,Dec-20,1,13,14,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4817,1,Apartment,Nov-20,Nov-20,Dec-20,1,13,14,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4305,3,Duplex,Sep-20,Sep-20,Sep-20,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4021,1,Apartment,Nov-20,Nov-20,Nov-20,1,13,14,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4114,2,Cluster House,Jun-20,Jun-20,Jul-20,1,13,14,Public Housing,LOGAN ,Logan,Woodridge
4558,1,Apartment,Jun-20,Jul-20,Jul-20,1,13,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,13,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,Jun-20,Jul-20,Jul-20,1,13,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,13,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,13,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,13,14,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4304,1,Apartment,Sep-20,Sep-20,Oct-20,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4304,1,Apartment,Sep-20,Sep-20,Oct-20,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4305,1,Apartment,Dec-20,Dec-20,Jan-21,1,13,14,Public Housing,IPSWICH ,Ipswich,Ipswich
4133,4,Detached House,Dec-20,Dec-20,Jan-21,1,13,14,Public Housing,LOGAN ,Logan,Waterford
4054,3,Detached House,Apr-21,Apr-21,Apr-21,1,14,15,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4121,3,Detached House,Oct-20,Oct-20,Oct-20,1,14,15,Public Housing,BURANDA ,Brisbane,Greenslopes
4120,1,Apartment,Jan-21,Jan-21,Feb-21,1,14,15,Public Housing,BURANDA ,Brisbane,Greenslopes
4051,1,Apartment,Jun-20,Jul-20,Jul-20,1,14,15,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4051,1,Apartment,Jul-20,Jul-20,Jul-20,1,14,15,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4122,3,Cluster House,Jul-20,Jul-20,Jul-20,1,14,15,Public Housing,BURANDA ,Brisbane,Mansfield
4122,1,Apartment,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,BURANDA ,Brisbane,Mansfield
0000,3,Detached House,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,ROCKHAMPTON ,Banana,Callide
4507,1,Apartment,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4300,3,Detached House,Oct-20,Oct-20,Oct-20,1,14,15,Public Housing,IPSWICH ,Ipswich,Bundamba
4680,3,Detached House,Apr-21,Apr-21,May-21,1,14,15,Public Housing,GLADSTONE ,Gladstone,Gladstone
4304,2,Townhouse,Feb-21,Mar-21,Mar-21,1,14,15,Public Housing,IPSWICH ,Ipswich,Ipswich
4503,3,Detached House,Aug-20,Aug-20,Sep-20,1,14,15,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4740,3,Detached House,Aug-20,Aug-20,Aug-20,1,14,15,Public Housing,MACKAY ,Mackay,Mackay
0000,4,Detached House,Jun-20,Jun-20,Jul-20,1,14,15,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4701,1,Apartment,Dec-20,Dec-20,Jan-21,1,14,15,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4127,3,Detached House,Apr-21,Apr-21,May-21,1,14,15,Public Housing,LOGAN ,Logan,Waterford
4350,3,Detached House,Feb-21,Feb-21,Feb-21,1,14,15,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4114,2,Townhouse,Jun-20,Jun-20,Jul-20,1,14,15,Public Housing,LOGAN ,Logan,Woodridge
4814,1,Apartment,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4179,3,Detached House,Dec-20,Dec-20,Jan-21,1,14,15,Public Housing,BAYSIDE ,Brisbane,Lytton
4209,4,Detached House,Sep-20,Sep-20,Oct-20,1,14,15,Public Housing,GOLD COAST ,Gold Coast,Coomera
4817,1,Apartment,Nov-20,Nov-20,Dec-20,1,14,15,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4300,1,Apartment,Jul-20,Jul-20,Aug-20,1,14,15,Public Housing,IPSWICH ,Ipswich,Bundamba
4034,1,Apartment,Jun-20,Jul-20,Jul-20,1,14,15,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,14,15,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,14,15,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4700,1,Apartment,Jun-20,Jun-20,Jul-20,1,14,15,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4870,1,Apartment,Aug-20,Aug-20,Aug-20,1,14,15,Public Housing,CAIRNS ,Cairns,Cairns
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,14,15,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,14,15,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4558,1,Apartment,Jun-20,Jul-20,Jul-20,1,14,15,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4700,1,Apartment,Sep-20,Sep-20,Oct-20,1,14,15,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4207,1,Apartment,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,LOGAN ,Logan,Macalister
4207,2,Apartment,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,LOGAN ,Logan,Macalister
4207,1,Apartment,Nov-20,Nov-20,Nov-20,1,14,15,Public Housing,LOGAN ,Logan,Macalister
4304,1,Apartment,Sep-20,Sep-20,Oct-20,1,14,15,Public Housing,IPSWICH ,Ipswich,Ipswich
4304,1,Apartment,Sep-20,Sep-20,Oct-20,1,14,15,Public Housing,IPSWICH ,Ipswich,Ipswich
0000,4,Detached House,Dec-20,Dec-20,Jan-21,1,14,15,Public Housing,LOGAN ,Logan,Waterford
0000,2,Detached House,Nov-20,Nov-20,Nov-20,1,15,16,Public Housing,INALA ,Brisbane,Inala
4103,2,Townhouse,Sep-20,Sep-20,Oct-20,1,15,16,Public Housing,BURANDA ,Brisbane,Miller
4051,2,Townhouse,Apr-21,Apr-21,Apr-21,1,15,16,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4170,1,Apartment,Jul-20,Jul-20,Aug-20,1,15,16,Public Housing,BURANDA ,Brisbane,Bulimba
4178,2,Townhouse,Jul-20,Jul-20,Jul-20,1,15,16,Public Housing,BAYSIDE ,Brisbane,Lytton
0000,2,Apartment,Nov-20,Nov-20,Nov-20,1,15,16,Public Housing,CHERMSIDE ,Brisbane,Everton
0000,4,Detached House,Dec-20,Dec-20,Jan-21,1,15,16,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4510,1,Apartment,Feb-21,Feb-21,Feb-21,1,15,16,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4870,2,Duplex,Nov-20,Dec-20,Dec-20,1,15,16,Public Housing,CAIRNS ,Cairns,Cairns
4802,2,Dual Occupancy,Jul-20,Jul-20,Jul-20,1,15,16,Public Housing,MACKAY ,Whitsunday,Whitsunday
4869,3,Detached House,Apr-21,Apr-21,May-21,1,15,16,Public Housing,CAIRNS ,Cairns,Mulgrave
4304,2,Townhouse,Mar-21,Mar-21,Apr-21,1,15,16,Public Housing,IPSWICH ,Ipswich,Ipswich
4215,1,Apartment,May-21,May-21,May-21,1,15,16,Public Housing,GOLD COAST ,Gold Coast,Bonney
4006,2,Apartment,Jun-21,Jun-21,Jun-21,1,15,16,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4870,1,Apartment,May-21,May-21,Jun-21,1,15,16,Public Housing,CAIRNS ,Cairns,Cairns
4032,1,Apartment,Mar-21,Mar-21,Mar-21,1,15,16,Public Housing,CHERMSIDE ,Brisbane,Stafford
4817,1,Apartment,Nov-20,Nov-20,Dec-20,1,15,16,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4021,1,Apartment,Jul-20,Jul-20,Jul-20,1,15,16,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4207,1,Apartment,Jun-20,Jun-20,Jul-20,1,15,16,Public Housing,LOGAN ,Logan,Macalister
4700,2,Apartment,Jun-20,Jun-20,Jul-20,1,15,16,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4870,1,Apartment,Aug-20,Aug-20,Aug-20,1,15,16,Public Housing,CAIRNS ,Cairns,Cairns
4700,1,Apartment,Sep-20,Sep-20,Oct-20,1,15,16,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4207,1,Apartment,Nov-20,Nov-20,Dec-20,1,15,16,Public Housing,LOGAN ,Logan,Macalister
4019,2,Townhouse,Aug-20,Aug-20,Aug-20,1,15,16,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4305,2,Apartment,Jan-21,Jan-21,Feb-21,1,15,16,Public Housing,IPSWICH ,Ipswich,Ipswich
4814,1,Apartment,Jun-21,Jun-21,Jun-21,1,15,16,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4869,4,Detached House,Jun-21,Jun-21,Jun-21,1,15,16,Public Housing,CAIRNS ,Cairns,Mulgrave
4104,1,Apartment,Feb-21,Feb-21,Mar-21,1,16,17,Public Housing,BURANDA ,Brisbane,Miller
4120,1,Apartment,Sep-20,Sep-20,Oct-20,1,16,17,Public Housing,BURANDA ,Brisbane,Greenslopes
4121,4,Cluster House,Nov-20,Nov-20,Nov-20,1,16,17,Public Housing,BURANDA ,Brisbane,Miller
4108,3,Duplex,Nov-20,Nov-20,Nov-20,1,16,17,Public Housing,BURANDA ,Brisbane,Toohey
4304,3,Detached House,Feb-21,Feb-21,Mar-21,1,16,17,Public Housing,IPSWICH ,Ipswich,Bundamba
4870,1,Apartment,May-21,May-21,May-21,1,16,17,Public Housing,CAIRNS ,Cairns,Cairns
4212,3,Detached House,Oct-20,Oct-20,Nov-20,1,16,17,Public Housing,GOLD COAST ,Gold Coast,Theodore
4825,1,Apartment,Feb-21,Feb-21,Feb-21,1,16,17,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4341,3,Detached House,Feb-21,Mar-21,Mar-21,1,16,17,Public Housing,IPSWICH ,Lockyer Valley,Lockyer
4019,1,Apartment,Aug-20,Aug-20,Sep-20,1,16,17,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4114,3,Detached House,Jun-20,Jun-20,Jul-20,1,16,17,Public Housing,LOGAN ,Logan,Woodridge
4680,2,Apartment,Jul-20,Jul-20,Jul-20,1,16,17,Public Housing,GLADSTONE ,Gladstone,Gladstone
4305,3,Detached House,Jun-20,Jun-20,Jul-20,1,16,17,Public Housing,IPSWICH ,Ipswich,Ipswich
4700,1,Apartment,Jun-20,Jun-20,Jul-20,1,16,17,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4700,1,Apartment,Jun-20,Jun-20,Jul-20,1,16,17,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4558,2,Apartment,Jun-20,Jul-20,Jul-20,1,16,17,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4700,1,Apartment,Sep-20,Sep-20,Oct-20,1,16,17,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4700,1,Apartment,Sep-20,Sep-20,Oct-20,1,16,17,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4305,1,Apartment,Jan-21,Jan-21,Jan-21,1,16,17,Public Housing,IPSWICH ,Ipswich,Ipswich
4131,1,Apartment,Mar-21,Mar-21,Mar-21,1,16,17,Public Housing,LOGAN ,Logan,Waterford
4032,3,Detached House,May-21,Jun-21,Jun-21,1,17,18,Public Housing,CHERMSIDE ,Brisbane,Stafford
4122,3,Detached House,Aug-20,Aug-20,Aug-20,1,17,18,Public Housing,BURANDA ,Brisbane,Mansfield
4178,2,Detached House,Dec-20,Dec-20,Jan-21,1,17,18,Public Housing,BAYSIDE ,Brisbane,Lytton
4169,1,Apartment,Mar-21,Mar-21,Mar-21,1,17,18,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4715,3,Detached House,Aug-20,Aug-20,Sep-20,1,17,18,Public Housing,ROCKHAMPTON ,Banana,Callide
4870,1,Apartment,Nov-20,Nov-20,Dec-20,1,17,18,Public Housing,CAIRNS ,Cairns,Cairns
4305,3,Detached House,Nov-20,Nov-20,Nov-20,1,17,18,Public Housing,IPSWICH ,Ipswich,Ipswich
